"TARGET_deathRate","medIncome","popEst2015","povertyPercent","studyPerCap","binnedInc","MedianAge","MedianAgeMale","MedianAgeFemale","Geography","AvgHouseholdSize","PercentMarried","PctNoHS18_24","PctHS18_24","PctSomeCol18_24","PctBachDeg18_24","PctHS25_Over","PctBachDeg25_Over","PctEmployed16_Over","PctUnemployed16_Over","PctPrivateCoverage","PctPrivateCoverageAlone","PctEmpPrivCoverage","PctPublicCoverage","PctPublicCoverageAlone","PctWhite","PctBlack","PctAsian","PctOtherRace","PctMarriedHouseholds","BirthRate"
162.6,57148,3999,10.5,0,"(54545.6, 61494.5]",46.1,46.6,46,"Edmunds County, South Dakota",2.3,58.8,25.4,36.4,35.3,2.8,33.9,15.6,64.5,1.8,81.2,65.3,50.8,26.6,10.9,97.21254355,0.12444002,0.398208064,0.522648084,59.58385876,4.337050805
187.8,42007,6867,17,0,"(40362.7, 42724.4]",52.4,51.5,53.4,"Fall River County, South Dakota",2.14,52.3,22.4,35.1,39.1,3.4,31,16.5,51.2,4.1,67.4,44.2,36.6,42.9,17.6,87.05473501,1.12945265,0.79640892,1.419055893,46.80919987,6.16375345
146.6,46633,2337,13.2,0,"(45201, 48021.6]",46.9,41.6,49.5,"Faulk County, South Dakota",2.16,52.4,6.5,59.2,NA,1.1,34.3,17.5,60.9,0.7,80.1,58,34.6,31,10.4,97.15981348,0,0.127172531,0,51.73501577,15.65656566
150.3,52816,7142,10,420.050406,"(51046.4, 54545.6]",44.8,43.2,46.9,"Grant County, South Dakota",2.2,62.8,19.5,60.9,NA,3.7,44.3,15.3,66.8,4.1,78,NA,48.1,28,12.1,97.55085098,0.359762004,0.027674,0.055348001,56.46618884,9.712509713
169.4,36836,4201,18.3,0,"(34218.1, 37413.8]",47.5,44.9,49.6,"Gregory County, South Dakota",2.12,57.3,11.6,33.5,44.6,10.3,38.6,13.6,59.7,2.1,66,45.5,30.2,43.2,20,88.57075248,0.118315192,1.13582584,0.14197823,47.15736041,10.70422535
170.8,43699,1861,12,0,"(42724.4, 45201]",48.3,42.2,52.7,"Haakon County, South Dakota",2.39,66.3,23.4,31.3,NA,0,37.6,16.3,61.8,2.5,76,57.1,33.8,30.3,14.1,88.95823332,0.38406145,0,0,63.62573099,3.205128205
145.4,53944,6047,10.4,0,"(51046.4, 54545.6]",36.1,36,36.1,"Hamlin County, South Dakota",2.64,66.2,19.1,52,NA,3,43.3,15.2,66.4,2.5,79.5,64.2,47.9,26.6,12.5,97.02440655,0.11701772,0.267469074,1.086593113,65.2892562,11.43878463
130.6,51201,3348,10,0,"(51046.4, 54545.6]",48.8,47.6,51.1,"Hand County, South Dakota",2.19,58.9,21,30.4,NA,4.9,33.6,17,64.2,1.7,79.3,58.8,36.3,32,9.9,98.81481481,0,0.296296296,0,53.31125828,3.64298725
154.1,61945,3385,8.1,0,"(61494.5, 125635]",35.5,35.4,35.9,"Hanson County, South Dakota",2.96,60.8,28.1,17.2,NA,3.6,34.4,19,69.5,1.1,83.3,66.8,55,23.6,8.5,93.73892499,3.48493798,0.177200236,0,70.26515152,4.96350365
162.5,58340,17555,11,0,"(54545.6, 61494.5]",39.4,38.5,40.5,"Hughes County, South Dakota",2.3,54.7,17.6,36,NA,18,27.2,22.5,69.5,3.1,77.5,63.4,55,26.3,13.4,83.30470629,0.755754036,0.526737662,0.830184358,50.9203316,7.0192783
130.4,48879,7301,13.2,0,"(48021.6, 51046.4]",45.6,44,46.8,"Hutchinson County, South Dakota",2.23,57.3,26.4,28.8,NA,4.9,32.9,19,65,3,75.5,55.9,41,34.9,16,96.3188486,0.19374481,0.05535566,0.359811791,55.33650578,7.142857143
161.3,48773,1997,14.9,0,"(48021.6, 51046.4]",47.5,44.5,49.4,"Jerauld County, South Dakota",2.31,62.3,34.5,33.3,NA,0,40.9,11.5,64.8,0.9,75.5,59.6,45.9,32.7,15.8,98.37518464,0,0,0.295420975,56.66280417,10.03039514
165.5,51837,4990,10.1,0,"(51046.4, 54545.6]",46,45.1,47.1,"Kingsbury County, South Dakota",2.18,64.2,8.5,36.8,NA,12.1,37.4,17.4,64.4,2,80,59.5,46.9,29.9,11.3,96.18171138,0.607009986,0.646171921,1.116115136,56.37319317,6.58436214
155.3,53175,12622,9.5,79.22674695,"(51046.4, 54545.6]",41.9,40.3,44.2,"Lake County, South Dakota",2.38,55.2,11,13.4,70.7,4.9,32,24,65.5,4.4,78.6,60.7,48.9,28,12.4,95.87953003,0.620552706,1.07562469,0.297865299,55.73047859,4.12979351
161.8,45945,24827,13.6,0,"(45201, 48021.6]",41.5,40.5,42.5,"Lawrence County, South Dakota",2.22,52.2,11.7,31.5,50.7,6,33.7,20.4,63,3.8,70.4,NA,40.1,31.5,12,93.27246906,0.515317509,0.82369649,0.649218909,49.70554711,3.67487328
120,79857,52849,4.3,18.9218339,"(61494.5, 125635]",33.8,33.3,34.2,"Lincoln County, South Dakota",2.74,62.1,15.9,22.8,NA,14.4,21.8,27.2,75.9,1.9,88,NA,63.1,16,6.3,94.9773429,1.03460721,0.90227373,0.649637085,62.84304485,7.080078125
136.6,40639,3876,24.9,0,"(40362.7, 42724.4]",35.5,34.4,36.8,"Lyman County, South Dakota",2.74,46.9,32,32,28.8,7.3,36.5,13.4,60.1,7.4,55,43.4,32.5,34.7,20.7,57.72739119,0,0.99035705,0,46.05451937,5.548037889
202.5,57741,5599,10,0,"(54545.6, 61494.5]",42.8,41,43.9,"McCook County, South Dakota",2.37,59.8,15,28.7,NA,6,33.2,17,69,2.1,80.6,61.2,45.9,29,11,96.77534295,0.37413148,0,0.783894531,56.99067909,7.191448008
147.9,54771,26986,10.4,0,"(54545.6, 61494.5]",36.2,34.3,38.3,"Meade County, South Dakota",2.42,61.8,17.4,28.1,NA,3,32.3,17.5,62.5,2.3,73.4,55,40.5,29.1,13.2,90.31879004,1.842234942,0.993139002,1.250900269,58.5480978,9.527108955
183.1,49159,2236,12.4,0,"(48021.6, 51046.4]",43.5,41.4,46,"Miner County, South Dakota",2.24,60.6,19.5,35,NA,14.6,39.1,17.7,65.9,4.1,75.8,55.5,42.7,32.9,14.8,96.27059844,0.954032958,0,0.346921075,54.47316103,10.3626943
184.3,55107,185197,11.5,1150.126622,"(54545.6, 61494.5]",34.8,34,35.6,"Minnehaha County, South Dakota",2.48,49.5,13.5,31.2,45.8,9.5,29.3,20.8,70.9,4.4,76.5,NA,54.9,25.4,12.4,86.76610298,4.198567133,1.784377061,2.18227135,47.33818078,6.112105642
159.7,48379,108702,14.1,450.7736748,"(48021.6, 51046.4]",37.1,35.8,38.7,"Pennington County, South Dakota",2.46,49.9,12.9,31,NA,5.7,28.1,18.6,64.6,4.8,69.1,50.9,40.2,32.9,15.7,82.96460386,1.282933497,1.081208465,0.623085262,47.95056395,5.830321072
209.6,39936,3019,15.2,0,"(37413.8, 40362.7]",49.9,50.5,49.3,"Perkins County, South Dakota",2.21,59.7,18.5,34.8,38.5,8.1,37.6,13.4,61.5,4.5,72.1,52.9,33.1,33.9,13,96.71251258,0.10063737,0,0.16772895,54.28790199,10.27131783
145.7,52758,2320,11,0,"(51046.4, 54545.6]",52.5,52.8,52.2,"Potter County, South Dakota",2.11,58.5,32.3,10.8,NA,0,40.7,16.7,60,0.5,77.2,NA,37.3,34.5,12.3,93.23797139,0,1.473775466,0,51.89393939,5.80474934
179.9,45911,10311,20.4,0,"(45201, 48021.6]",39.2,39,39.3,"Roberts County, South Dakota",2.74,45.6,29.6,35.8,NA,3.6,37.5,11.2,57.3,7.6,56.7,42,31.1,36.8,21.2,59.92440395,0.416747432,0.096918007,0.048459004,46.49507119,7.142857143
153.9,48125,6524,11.7,0,"(48021.6, 51046.4]",43.8,42.2,45,"Spink County, South Dakota",2.41,54,24.9,39.7,NA,6.8,36.4,17.1,NA,1.1,69.9,53.8,36.4,34.9,18.3,95.78386606,0.426179604,0,1.065449011,50.96921323,7.28
159.7,67172,2954,8.8,0,"(61494.5, 125635]",40.1,38.1,42.9,"Stanley County, South Dakota",2.34,60.1,9,63.5,27.5,0,34.7,15.5,72.4,1.4,74.6,59.4,47.7,29.3,14.2,89.33153275,0,0,0,53.62776025,10.5345912
179.1,59879,1426,6.3,0,"(54545.6, 61494.5]",44.6,44,46.1,"Sully County, South Dakota",2.34,60.3,21.4,13.6,NA,2.9,35.6,20.5,67.4,1.7,78.6,62.1,46.6,25.7,10,98.02586794,0,0,0,55.46623794,13.62007168
238.8,27481,9959,47.4,0,"[22640, 34218.1]",23.9,22.8,25.2,"Todd County, South Dakota",3.62,28.5,39.9,31.1,NA,0.9,22.2,10.3,46.5,25.4,22.3,15.7,13.5,52.3,43.3,10.1991551,0.331925166,0.563266948,0.130758399,26.67153818,13.07106599
154.3,55708,8209,10.2,0,"(54545.6, 61494.5]",44,43.3,45.2,"Turner County, South Dakota",2.31,63.9,17.3,25.1,48.7,8.8,36.3,16.2,64.8,2.5,78.2,NA,47,29.7,12.2,97.32594556,0.554083353,0.036135871,0.301132257,59.11931818,5.14390692
166.5,72041,14909,6.3,402.4414783,"(61494.5, 125635]",40.8,39.8,42.2,"Union County, South Dakota",2.48,58.9,20.5,33.8,NA,9.3,30,17.6,65.3,2.9,84.8,66.8,59.2,24.2,7.5,94.29995957,0.316668913,1.603557472,0.902843283,55.9521805,7.245912151
146.4,41831,5443,15.9,0,"(40362.7, 42724.4]",44.9,44.3,45.6,"Walworth County, South Dakota",2.21,53.6,17.5,32.5,NA,16.1,36.9,17.7,58.5,5.8,68.3,NA,36.2,37.5,17.1,82.18380346,0.200181984,2.784349409,2.984531392,47.84428631,7.714016933
137.1,47363,22702,13.8,0,"(45201, 48021.6]",40.8,39.8,42.7,"Yankton County, South Dakota",2.33,51.1,19.9,33.7,NA,5.7,35.3,19.3,61.7,3.6,75.2,56.5,46.8,31.6,13,92.29545856,2.102845026,0.609648348,0.879130588,50.94954489,6.329660834
195.6,46689,75749,15.6,0,"(45201, 48021.6]",43.2,41.3,44.6,"Anderson County, Tennessee",2.43,48.8,13.6,40.9,NA,6,33.8,13.3,NA,7.7,64.3,48.7,43.7,39.1,21.8,91.94750099,3.765080207,1.325732467,0.389765345,47.01097609,3.957446809
184.4,42252,47183,19.1,42.38814827,"(40362.7, 42724.4]",36.6,35.9,37.4,"Bedford County, Tennessee",2.72,54.2,17.1,42.3,NA,5.1,41.2,9.5,56.6,7.7,59.9,44.8,38,38.8,22.7,83.76027487,7.05432088,0.724133432,4.529639455,54.33287483,4.9190879
238.4,34382,16129,21.4,1922.003844,"(34218.1, 37413.8]",46.1,45.1,47.3,"Benton County, Tennessee",2.37,52.1,14.5,55.3,29.1,1.1,46.1,6.2,43.3,14.3,54.5,37.6,29.5,45.7,25.8,95.2155464,3.462271693,0.52272308,0.104544616,49.10109048,5.264732276
184.2,43065,104091,17.5,9.606978509,"(42724.4, 45201]",39.4,38,40.4,"Bradley County, Tennessee",2.58,51.7,12.8,37,NA,4.5,32.3,12.9,53.4,11.2,63.6,NA,42.8,35.3,19.6,91.70700163,4.630518704,1.034665204,0.588857753,51.58581605,7.159837221
207.8,36627,27910,20.8,0,"(34218.1, 37413.8]",42.6,40.6,44.4,"Carroll County, Tennessee",2.45,50.4,9.6,34.5,49.1,6.8,41.4,8.7,46.5,11.5,60.1,42.2,36,44,25.1,86.68923923,10.37985398,0.225725673,0.610164709,49.5254298,4.483306836
193.2,34354,56486,24.6,0,"(34218.1, 37413.8]",43.6,42.4,44.9,"Carter County, Tennessee",2.31,53.2,11.7,35.9,NA,6.1,38.9,10.7,49.2,8.1,57.9,40.6,34.8,42.9,22.8,96.68428724,1.28378497,0.338947331,0.091322597,50.55243994,3.66841353
218.3,33640,31709,24,0,"[22640, 34218.1]",41.8,40.5,43.2,"Claiborne County, Tennessee",2.4,52.3,9.3,37.7,NA,10,42.3,8.3,45.4,8.2,61,46.6,40,41.6,23.6,96.258032,1.052034774,0.447272269,0.125992188,51.74340811,3.502840141
217,30744,7771,24,0,"[22640, 34218.1]",46.9,45.8,48.3,"Clay County, Tennessee",2.37,59.9,22.8,35.5,NA,7.6,44.7,6.9,42.5,7.2,49.6,32.9,26.7,52.8,31.1,96.61953728,1.645244216,0.347043702,0.179948586,57.86551511,2.134146341
194,45235,54277,16.8,0,"(45201, 48021.6]",39.7,38.5,40.8,"Coffee County, Tennessee",2.49,53.8,16.2,46.2,32.9,4.7,39.2,11.7,51.8,8.8,62.1,46.3,39.3,39.1,21.2,90.79853315,1.923364766,0.972908247,1.972010178,51.38875768,4.540620142
184.3,37853,14601,19,0,"(37413.8, 40362.7]",39.7,39.1,40.4,"Crockett County, Tennessee",2.64,49.9,16.4,49.3,28.4,5.9,40.4,9,50.8,7.4,56.4,42.9,35.7,39.5,22.9,80.46575342,13.14383562,0.116438356,4.061643836,48.5237484,4.708383961
182,40839,58229,16.6,17.17357331,"(40362.7, 42724.4]",49.7,48.2,50.9,"Cumberland County, Tennessee",2.35,57,11.9,52.8,NA,5.6,38.3,11.3,42.1,9,60.2,35.1,28.2,49.1,21.6,97.03071969,0.593507963,0.415977722,0.182751719,54.13409439,4.836428773
180.1,52578,34371,11.8,1862.034855,"(51046.4, 54545.6]",38.9,36.7,41,"Effingham County, Illinois",2.54,54.1,14.3,31.3,41.4,13,36.4,14.7,64.1,5.4,73.4,56,47,34.4,17.4,97.78049633,0.340789934,0.544681347,0.562157754,54.01350338,4.731034483
165.9,41268,22043,17.5,0,"(40362.7, 42724.4]",40.1,38.9,41.8,"Fayette County, Illinois",2.63,49.6,25.3,30.7,41.7,2.4,40,8.7,NA,10.4,58.7,40,35.5,43.8,24.5,93.2101554,4.210336104,0.655041561,0.257499096,55.01868316,6.596537366
215.7,37758,39485,19.9,0,"(37413.8, 40362.7]",42.1,40.4,43.9,"Franklin County, Illinois",2.41,50,21.9,32.4,NA,5.2,34.4,10,48.5,10,57,39.8,36,48.1,28.3,97.50592029,0.47614249,0.438353404,0.151156346,47.2534908,4.6247512
193.1,44435,35699,16.5,2240.959131,"(42724.4, 45201]",42.2,39.7,44.8,"Fulton County, Illinois",2.37,49.9,17.4,29.2,NA,6.9,35.9,11.6,52.3,7.9,70.2,51.1,47.4,39.3,18.9,94.50761226,3.551468766,0.261542273,0.316603805,50.28173913,5.418650238
213.6,41045,5265,17.5,0,"(40362.7, 42724.4]",45.1,44.8,45.7,"Gallatin County, Illinois",2.23,55.2,19.9,32.3,NA,0.5,41.4,6.5,51.8,7.5,58.2,38.8,32.3,50.3,27.5,96.86165274,0.389972145,0.464252553,0.018570102,49.54318937,5.876865672
197.6,39738,13241,16.2,0,"(37413.8, 40362.7]",42.6,41,43.5,"Greene County, Illinois",2.43,51.6,20.3,38.4,NA,4.2,40.9,9,NA,9.4,62,45.1,39.4,44.1,25.2,97.71885647,0.955414013,0.051844171,0.481410161,50,5.104572847
193.1,70092,50541,8.5,0,"(61494.5, 125635]",37.2,36.5,38.3,"Grundy County, Illinois",0.027,55,15.2,30.2,NA,10.2,37.6,13.7,61.9,7.8,77.4,63.9,58.1,27.2,14.3,94.30355829,1.453945144,0.714044195,2.356942538,56.75967986,4.804003336
236.7,49790,8200,14,0,"(48021.6, 51046.4]",43.2,42.1,44.6,"Hamilton County, Illinois",2.36,61.1,20.9,27.4,NA,5.1,35.3,8.9,54.2,4.5,67.6,48.3,42.5,38.6,18.7,99.31506849,0.504686373,0,0,58.13417794,4.799040192
170,48767,18543,11.6,4260.367794,"(48021.6, 51046.4]",46.2,44.3,47.6,"Hancock County, Illinois",2.35,58.8,15.4,37,NA,8.5,37.5,14.7,56.4,6.8,67.9,50.2,43.2,41.3,22.5,97.72654499,0.565695378,0.357562173,0.064040986,55.86364793,5.844875346
195.3,37331,4135,20.6,0,"(34218.1, 37413.8]",46.6,44,48.3,"Hardin County, Illinois",2.49,49.4,14.2,42.3,NA,3.4,34.3,8.2,43,18.1,56.6,40.4,38.8,47.8,26.9,96.5704825,0.78051088,0.662251656,0.449385052,51.52057245,6.818181818
178.2,50999,6995,11.7,0,"(48021.6, 51046.4]",49.1,49.2,49,"Henderson County, Illinois",2.26,57.3,16.5,34,NA,2.7,44,11.2,56.8,7,76.1,54.5,47.7,37,14,97.62851463,0.085203067,0.624822494,0.170406135,52.84421461,3.706395349
185,46895,28672,15.8,34.87723214,"(45201, 48021.6]",44.1,43,45.2,"Iroquois County, Illinois",2.42,55.5,17.1,42.8,NA,5,41.1,10.3,58.1,7.5,68.4,49.9,42.2,40.1,20.9,94.71999449,1.356142223,0.533507727,2.364643927,53.24203229,6.404437721
171.5,34395,59362,30.4,522.2196018,"(34218.1, 37413.8]",30.1,29,32,"Jackson County, Illinois",2.36,37.8,4.9,23.2,NA,10.3,25,18.9,51,10.4,69.1,56.3,43.6,32.7,19.5,77.33899956,14.53287197,3.329190043,0.957436087,38.03762292,3.217455621
196,43073,38353,19.5,1303.678982,"(42724.4, 45201]",40.7,39.2,42.8,"Jefferson County, Illinois",2.39,50.1,16.3,29.4,51.8,2.5,32.8,10.2,53.3,9.2,63.8,47.3,41.8,42,23.1,87.85836487,7.950127015,1.052413293,0.292913059,49.15232048,5.121798876
175.9,52493,22372,11.6,0,"(51046.4, 54545.6]",42.3,41.2,43,"Jersey County, Illinois",2.45,54.8,9.4,28.1,NA,7.6,37.7,11.4,57.8,8,76,61.6,56.5,28.2,13.5,97.25524862,0.424309392,0.746961326,0.097237569,56.07021518,3.045785027
175.2,45773,12762,15.9,0,"(45201, 48021.6]",43.2,41.2,46.3,"Johnson County, Illinois",2.48,50.2,24.3,28.5,NA,4.8,31.4,11.4,39.2,10.3,66.7,47.4,40.1,41.9,20.4,88.79881518,8.862732871,0.226050355,0.101332918,54.75380077,4.476930105
156.6,72131,530847,10.7,50.86211281,"(61494.5, 125635]",35.9,35,36.8,"Kane County, Illinois",3.01,54.3,18.4,31.2,42.1,8.3,23.5,20.4,64.3,7.6,68.4,58.7,53.5,28.2,18.3,72.70493021,5.545204101,3.694516524,15.53194408,58.70105926,5.683202717
161.7,90640,123355,5.4,162.1336792,"(61494.5, 125635]",33.8,33.5,34,"Kendall County, Illinois",3.11,60.5,13.4,33.7,NA,9,24.6,22.6,69.8,6,82.6,NA,66.6,20.4,11.6,83.78819687,6.52387617,3.216535039,4.275384051,66.72032402,5.284618101
180.1,38992,51441,19.3,2332.769581,"(37413.8, 40362.7]",42.1,40.4,44.5,"Knox County, Illinois",2.25,44,11.7,32.6,NA,6,36.6,11.4,50.1,7.4,63.2,45.4,39.4,43.9,24.5,87.02602088,8.499002149,0.82514584,1.897835431,42.65057979,5.205017787
160,78001,703910,9.5,147.7461607,"(61494.5, 125635]",37.6,35.9,39.1,"Lake County, Illinois",2.83,55,12.8,33.6,41.5,12.1,21.3,25.6,62.4,7.9,73.8,63,55.4,25.3,15,80.47696821,6.953355963,6.783487789,2.967144593,58.96067254,5.156824131
191.3,51205,111333,13.6,2065.874449,"(51046.4, 54545.6]",41.6,40.3,43.2,"LaSalle County, Illinois",2.48,50.3,14.7,35.4,44.4,5.6,37.5,10.9,56.9,9.8,69.5,53.3,48,35.8,19.4,94.09570169,2.460494408,0.674193233,1.118325798,49.73780571,4.843425569
174,41759,16491,18.1,0,"(40362.7, 42724.4]",40.7,35.9,48.6,"Lawrence County, Illinois",2.22,43,49,25.6,22.2,3.2,34.3,7.3,30.3,6.1,62.1,NA,38.6,46,24.8,75.91359136,20.56405641,0.108010801,1.320132013,51.50548355,5.340223945
194.2,54472,34584,10.9,0,"(51046.4, 54545.6]",42.2,40.7,44.3,"Lee County, Illinois",2.37,50.6,16.5,30.4,NA,6.2,37.7,10.9,54.1,7.5,74.2,57.3,51.6,32.7,15,91.18679876,5.087503926,0.733719702,0.984954464,51.86801805,5.709342561
176.6,53918,36671,11.9,0,"(51046.4, 54545.6]",41.3,40.2,42.7,"Livingston County, Illinois",2.32,49.9,24.5,42.9,NA,3.7,40.5,9.4,52,6.3,71.8,NA,44.5,37.6,18.9,92.48321792,5.420679774,0.286555759,0.854360689,50.54618363,7.034382214
175.1,42684,31333,23.6,2553.218651,"(40362.7, 42724.4]",30.7,29.4,32.5,"McDonough County, Illinois",2.29,40.4,4.6,15.8,NA,7.5,29.2,18.5,52.1,9.4,74.5,57.3,46.3,31.9,15.9,90.33709269,5.05482833,2.071292449,0.346777469,43.78761646,3.098048116
181.4,76856,307343,6.9,0,"(61494.5, 125635]",39.3,38.2,40.2,"McHenry County, Illinois",2.79,58.2,14.4,33.2,NA,10.5,26.5,21.7,65.8,8,78.8,NA,60.7,22.8,12.5,91.46334718,1.345991795,2.633745124,2.641228279,61.79868665,4.286141792
168.5,60460,173166,14.3,1253.132832,"(54545.6, 61494.5]",32.7,32.2,33.2,"McLean County, Illinois",2.53,47.6,5.8,15.4,69.3,9.6,25.7,30.1,65.3,5.5,80.4,65.6,57.8,24.3,12.6,83.96028051,8.002241298,4.6997932,0.975080005,49.15220518,4.528860796
185.1,48544,46045,12.9,65.15365403,"(48021.6, 51046.4]",42.6,41.3,44,"Macoupin County, Illinois",2.42,54.6,14.9,30.1,48.2,6.9,37.3,12.2,55.7,9.6,70.7,52.4,46.2,38,18.7,97.18000171,0.685253181,0.429083767,0.121680471,53.28205669,5.090116855
189.2,54375,266209,13.1,30.05157602,"(51046.4, 54545.6]",39.5,38,40.9,"Madison County, Illinois",2.45,50.1,9.9,28,NA,10,32.3,16.3,58.3,8.9,71.8,57.1,51.8,33.4,18.2,88.27705382,8.081733718,0.840826464,0.393482847,48.76343233,5.196780531
164.3,53732,11982,10.7,0,"(51046.4, 54545.6]",45.9,44.6,46.6,"Marshall County, Illinois",2.38,54.6,15.5,39.6,NA,5.1,40.3,12.4,56.6,6.5,75.8,NA,48,37,16.5,96.71403927,0.599687834,0.361455681,1.232235275,53.57500501,5.503465145
204.9,46878,13701,14.8,2919.494927,"(45201, 48021.6]",44.7,43.3,45.8,"Mason County, Illinois",2.27,52.4,16.3,45.5,NA,9.9,41.3,9.6,54,9.5,65.5,45.6,39.6,43.9,23.8,97.38779555,0.899051395,0.45306527,0.01415829,48.65925441,4.758547762
169.8,40590,14766,20.7,0,"(40362.7, 42724.4]",43.7,42.1,44.8,"Massac County, Illinois",2.45,50.5,18.6,39.1,NA,7.3,31.7,11.1,48.3,8.8,57.3,42.1,36.9,45.6,25.7,90.84310069,6.006925946,0.419552477,0.186467768,47.16886588,4.987212276
199.6,61388,12444,10.1,0,"(54545.6, 61494.5]",42.5,40.5,44.8,"Menard County, Illinois",2.42,58.8,16.5,40.7,NA,6.8,37.2,16.8,62.1,5.7,75.7,NA,51.3,35.4,17.3,97.24843391,0.896043137,0.412338435,0.15066212,55.9681182,5.225019069
179.9,54916,15858,9.6,315.2982722,"(54545.6, 61494.5]",44.3,43.1,45.3,"Mercer County, Illinois",0.024,60.2,14.3,34.8,NA,5.8,41.9,10.6,58.4,6.2,78.7,59.4,52.8,33.2,14.2,97.42348047,0.47184454,0.31663252,0.769851617,58.58937491,4.061068702
153.4,73684,33879,5.1,0,"(61494.5, 125635]",42.1,40.5,43.2,"Monroe County, Illinois",2.62,62.2,11,28.6,NA,10.4,33.7,18.9,64.1,5.2,83.4,67.5,61.7,25.2,11.3,97.71609171,0.3399028,1.031634813,0.032797639,64.51689109,5.213333333
208.6,45288,28898,17,0,"(45201, 48021.6]",42.2,39.3,45.4,"Montgomery County, Illinois",2.17,52.5,25.9,26.1,NA,8.6,41.7,8.2,39.7,5.4,69.2,47.8,40.2,44.4,22,89.2326564,8.753577757,0.487256372,0.296442688,52.71734183,8.704627559
187.8,46406,34828,15.1,0,"(45201, 48021.6]",41,39.1,43.8,"Morgan County, Illinois",2.29,48.8,10.3,35.2,NA,4.1,41.4,14,55.8,8.3,69.5,NA,45.1,37,19.4,91.17538216,5.986506875,0.552250278,0.116712688,49.07775769,4.011231448
177.7,52790,14931,11.8,0,"(51046.4, 54545.6]",41,39,42.8,"Moultrie County, Illinois",2.51,57.8,18,37,NA,7.2,36.9,10.7,59.4,4.9,66.5,NA,43.5,35.2,19.6,98.3586789,0.334963489,0.214376633,0.033496349,57.07880669,8.42514582
174.6,42032,21543,16.7,0,"(40362.7, 42724.4]",40.8,39.5,42.9,"Perry County, Illinois",2.46,45.6,22.3,27.8,NA,4.5,38.3,9.4,46.3,8,68.1,NA,46.7,38.5,19.6,88.03759743,8.725355342,0.435580009,0.444750115,48.02492212,3.072371416
164.9,65971,16387,7.4,0,"(61494.5, 125635]",43.3,42.4,44.3,"Piatt County, Illinois",2.47,62.9,17.4,31.1,NA,9.1,34.7,17.9,63.7,6.3,82.3,64.7,56.7,29.1,11.4,97.40527433,0.412246135,0.078811761,0.139436193,62.10684725,6.54640675
176,39005,15989,15.2,0,"(37413.8, 40362.7]",42.6,40.9,44.5,"Pike County, Illinois",2.34,56.2,18.6,47.8,29.2,4.4,43,11.5,55.6,5.6,63.9,47.8,39.7,40.5,22.5,96.74801784,1.226461843,0.371655104,0.086719524,53.12265988,5.732087227
173.5,40722,4226,19.7,0,"(40362.7, 42724.4]",47.7,46.5,49.6,"Pope County, Illinois",2.52,47.5,31.7,42.1,NA,0,32.3,9.8,39.5,10,62.5,NA,37.8,48.8,26.7,93.92749942,3.671207573,0.484876472,0.946663588,53.98618958,5.562130178
192.1,33943,5678,23,0,"[22640, 34218.1]",43.5,41.3,45.7,"Pulaski County, Illinois",2.5,46,18.8,48.6,NA,0.6,35.5,8.4,41.8,16.2,54.6,NA,33.5,51.6,29.5,65.20183955,32.0047692,0.221427355,0.323624595,42.41645244,6.129303107
198.1,62024,5644,8.9,354.3586109,"(61494.5, 125635]",46,45,47.1,"Putnam County, Illinois",2.37,59.3,7.2,36,NA,5.1,42.7,8.2,59.3,9.9,75.2,53.5,47.5,36.5,14.9,97.45791824,0.206114737,0.257643422,0.412229474,56.42070934,5.541346974
178.5,47862,32852,13.8,0,"(45201, 48021.6]",41.7,40.2,44.5,"Randolph County, Illinois",2.49,47.1,17.4,37.3,NA,4.6,42.4,8.7,50,6.7,72,54.3,49.8,36,18,87.84964771,10.29967643,0.278206175,0.456621005,50.96258932,3.100031959
176.2,48024,146133,16.3,540.6034229,"(48021.6, 51046.4]",40,38.5,41.7,"Rock Island County, Illinois",2.36,48.1,12.6,30.2,NA,9.8,31.8,14.5,58.2,7.9,69,51.2,46.7,38.1,20.1,82.14676443,9.449514477,2.146628523,2.839067416,44.42383799,5.929944203
191.2,50155,264052,19.1,98.46545377,"(48021.6, 51046.4]",37.7,36.1,39.1,"St. Clair County, Illinois",2.57,45.4,15.3,30,NA,5.9,28.1,16,55.6,8.9,65.5,50.1,41.2,36,22.2,65.18730175,29.9132304,1.31371499,0.754225197,44.55885085,4.939849972
192.1,38329,24548,21,0,"(37413.8, 40362.7]",42.4,40.6,44.5,"Saline County, Illinois",2.43,49,27.9,20.9,NA,0.8,33.1,9.8,49.3,13,55,37,32.7,51.2,30.4,93.13642416,3.675906872,0.629463745,0.044385264,47.33299849,6.192236599
214.2,47092,7032,13.2,0,"(45201, 48021.6]",44.7,44.4,45.3,"Schuyler County, Illinois",2.2,52.2,5.9,40.3,NA,9.3,39,10.3,50.6,5.3,61.7,47.1,40,33.6,18.5,94.39201204,4.541102448,0,0,52.13333333,5.282199711
169.5,51584,5092,12,0,"(51046.4, 54545.6]",43.5,43,44,"Scott County, Illinois",2.42,53.9,21.3,39.3,NA,2.7,49.4,8.9,57.1,9.4,68.2,51.1,46.3,39.3,21.4,98.6533282,0,0.192381685,0,51.45951036,3.388278388
160.4,50219,5788,11.9,0,"(48021.6, 51046.4]",45.9,45.3,46.1,"Stark County, Illinois",2.41,57,13.7,33.6,NA,11.1,38.8,13.2,53.7,7.7,73.7,NA,40,41.5,15.5,97.61051374,0.750981396,0.563236047,0,56.16896696,4.589585172
